iter	Logloss
428	0.3231522285
429	0.3230652581
430	0.3229623844
431	0.3228535613
432	0.3227997857
433	0.3227152197
434	0.3226406172
435	0.3225705677
436	0.322364621
437	0.3222778724
438	0.322184964
439	0.322121463
440	0.3220465566
441	0.3219516451
442	0.321880072
443	0.3216740893
444	0.3215727845
445	0.3215229903
446	0.3214490048
447	0.3213771308
448	0.3212945356
449	0.3212287429
450	0.3211569909
451	0.3211012271
452	0.3210262567
453	0.3209656052
454	0.3208874858
455	0.3207884012
456	0.3207453061
457	0.3206751414
458	0.3206012397
459	0.3204545751
460	0.3203735885
461	0.3203062307
462	0.3202416696
463	0.3201760298
464	0.3200908944
465	0.320029039
466	0.3199471796
467	0.3198583796
468	0.3197569447
469	0.3197122439
470	0.3196419381
471	0.3195827604
472	0.3195018856
473	0.3194256727
474	0.3193357785
475	0.3192590512
476	0.319192687
477	0.3191195548
478	0.3190497463
479	0.3189653616
480	0.3187952121
481	0.3187168066
482	0.3186177683
483	0.318514945
484	0.3184261836
485	0.3183661394
486	0.3182884227
487	0.3182086307
488	0.31814622
489	0.318038779
490	0.3180064796
491	0.3179310707
492	0.3178612274
493	0.3177994449
494	0.3177280059
495	0.3176445332
496	0.3175749794
497	0.317514208
498	0.3174590167
499	0.3174100464
500	0.3171856636
501	0.3171205481
502	0.3170466898
503	0.3169880274
504	0.3169013799
505	0.3168504214
506	0.3167503536
507	0.3166999628
508	0.3166521701
509	0.316570125
510	0.3164988546
511	0.316413012
512	0.316376432
513	0.3162854971
514	0.3162291556
515	0.3161569509
516	0.3160911424
517	0.3160348399
518	0.3159513613
519	0.3158872297
520	0.3158205684
521	0.3157444051
522	0.3156708905
523	0.3156020564
524	0.3155243284
525	0.3154608364
526	0.3153618159
527	0.3152914558
528	0.3152383079
529	0.3151359378
530	0.3150671642
531	0.3149633965
532	0.3148889187
533	0.314811315
534	0.3147519753
535	0.3145736799
536	0.3144958783
537	0.3144285742
538	0.314341326
539	0.3142601276
540	0.3142036391
541	0.3141203175
542	0.3140653053
543	0.3140103248
544	0.3138188466
545	0.3137514622
546	0.3136851775
547	0.3136077661
548	0.3135483769
549	0.3135020883
550	0.3134513851
551	0.3133848106
552	0.3133409008
553	0.3132667535
554	0.3132115118
555	0.3128077937
556	0.3127219555
557	0.3126418316
558	0.3125816801
559	0.3123827809
560	0.31229011
561	0.3122150128
562	0.3121385672
563	0.3120708346
564	0.3119762949
565	0.3119045102
566	0.3118132996
567	0.3117539941
568	0.311601757
569	0.3115338468
570	0.311471784
571	0.311395804
572	0.311335964
573	0.311282691
574	0.3111967446
575	0.311142859
576	0.3110595533
577	0.3110057267
578	0.3109448724
579	0.3108516598
580	0.3107861027
581	0.3107163159
582	0.3106915409
583	0.3106394343
584	0.3105564455
585	0.3104777845
586	0.3103535625
587	0.3102972925
588	0.3102420873
589	0.3101834676
590	0.3101041893
591	0.3100299026
592	0.30998424
593	0.3098941425
594	0.3098338505
595	0.3097754378
596	0.3096845948
597	0.3096186315
598	0.3095406004
599	0.309485345
600	0.3094327207
601	0.3093459949
602	0.3092908906
603	0.309202477
604	0.3091307909
605	0.3090691962
606	0.3090083136
607	0.3089664879
608	0.3089060377
609	0.3088262457
610	0.3087852156
611	0.3087399159
612	0.3086911909
613	0.3086325332
614	0.3085883447
615	0.3084942679
616	0.3084181582
617	0.3083556564
618	0.3082838839
619	0.3082208955
620	0.3081460193
621	0.30808186
622	0.3080100464
623	0.3079443534
624	0.307888297
625	0.3078281481
626	0.3077310946
627	0.307640929
628	0.307534451
629	0.3074855036
630	0.3074074868
631	0.307336795
632	0.3072493702
633	0.30717505
634	0.3071085238
635	0.3070407561
636	0.3069748431
637	0.3068895149
638	0.3067915343
639	0.306712159
640	0.3066402479
641	0.3065558143
642	0.3064724156
643	0.3063966006
644	0.3063561757
645	0.3063035957
646	0.3061937544
647	0.3061338297
648	0.3060650985
649	0.3059929243
650	0.30592626
651	0.3057879823
652	0.3056311276
653	0.3054782267
654	0.3054149119
655	0.3052319056
656	0.3051558538
657	0.3051227669
658	0.3050224312
659	0.3049496757
660	0.3048818782
661	0.3048176744
662	0.3047533368
663	0.3046671327
664	0.3045793663
665	0.304515141
666	0.3044699624
667	0.304395397
668	0.3043551057
669	0.3042785658
670	0.3042282436
671	0.3041548182
672	0.3040959285
673	0.3040323588
674	0.3039648482
675	0.3039147377
676	0.3038652182
677	0.3038194671
678	0.3037611418
679	0.3036993749
680	0.3036334955
681	0.3035416628
682	0.3034783
683	0.3034260749
684	0.3033754161
685	0.3032813081
686	0.3032274905
687	0.3031701477
688	0.30311932
689	0.3030514624
690	0.3029547279
691	0.3028999765
692	0.3028424106
693	0.3027968302
694	0.3027487589
695	0.3025889578
696	0.3025099048
697	0.3024292546
698	0.3023406806
699	0.3022728975
700	0.3022125107
701	0.3021191371
702	0.3020050124
703	0.301944329
704	0.3019016286
705	0.3018149678
706	0.3017483402
707	0.3016728375
708	0.3016052825
709	0.3015293421
710	0.3014671358
711	0.3014189912
712	0.3013503703
713	0.3012982141
714	0.3012264837
715	0.3011600702
716	0.3011052186
717	0.3010252812
718	0.3009641304
719	0.3008848718
720	0.3008358659
721	0.300674915
722	0.3006087165
723	0.3005682186
724	0.3004983985
725	0.3004502121
726	0.3004065127
727	0.3002775412
728	0.3002386107
729	0.3002058628
730	0.3001460531
731	0.3000711585
732	0.2999969292
733	0.2999306146
734	0.2998859459
735	0.2998167058
736	0.2997639568
737	0.299704188
738	0.2996438871
739	0.2995526864
740	0.2994931595
741	0.2994030895
742	0.2993474173
743	0.2993012993
744	0.2992547246
745	0.2991957921
746	0.2991271443
747	0.2990072169
748	0.2989441283
749	0.2988535882
750	0.2988043265
751	0.298764407
752	0.2986989181
753	0.2986236559
754	0.2985636258
755	0.2985045655
756	0.2984457082
757	0.2983765941
758	0.2983123183
759	0.2982533767
760	0.2981735457
761	0.2981227616
762	0.2980385459
763	0.2979643662
764	0.2978675223
765	0.2978029457
766	0.2977543287
767	0.2977231231
768	0.2976804023
769	0.2976423738
770	0.2975769356
771	0.2975166471
772	0.2974462269
773	0.2973663845
774	0.2972964211
775	0.297223873
776	0.2971647055
777	0.2971221507
778	0.2970784143
779	0.2969982661
780	0.2969244443
781	0.2968576773
782	0.2968184162
783	0.2967328079
784	0.2966784671
785	0.2966182172
786	0.2965640438
787	0.2965364289
788	0.2964805018
789	0.296418515
790	0.2963504064
791	0.2962855677
792	0.296226705
793	0.2961519559
794	0.2960998396
795	0.2960548886
796	0.2959908758
797	0.2959462184
798	0.2958713456
799	0.2957862021
800	0.2956545112
801	0.2956220217
802	0.2955174611
803	0.2954272586
804	0.295365199
805	0.2953183601
806	0.29526752
807	0.2952226369
808	0.2951587192
809	0.2951141845
810	0.295016443
811	0.2949525069
812	0.2948768408
813	0.2947481442
814	0.2946935849
815	0.2946341966
816	0.2945780349
817	0.2945159781
818	0.2944543947
819	0.2943995645
820	0.2943365955
821	0.2942933103
822	0.2942319888
823	0.2941709447
824	0.2941159983
825	0.2940733689
826	0.2940239403
827	0.2939740173
828	0.2939219933
829	0.293882891
830	0.2938196953
831	0.2937917802
832	0.2937276791
833	0.2936669066
834	0.2936069596
835	0.2935488161
836	0.2935109156
837	0.2934249924
838	0.293382691
839	0.293341075
840	0.2932597454
841	0.2931957437
842	0.2931283495
843	0.2930684823
844	0.2930220343
845	0.2929798362
846	0.2929220853
847	0.2928586162
848	0.2927998782
849	0.2927623534
850	0.2927120071
851	0.2926569967
852	0.2925989196
853	0.2925358723
854	0.2924995894
855	0.292455157
856	0.2923760592
857	0.2923521013
858	0.2922977552
859	0.2922521055
860	0.2921912097
861	0.2921346507
862	0.2920699867
863	0.2920267062
864	0.29195267
865	0.2919014566
866	0.2918480941
867	0.2917748364
868	0.2917102439
869	0.2916577757
870	0.2915779595
871	0.2915266402
872	0.2914771823
873	0.2914037185
874	0.2913262361
875	0.2912938373
876	0.2912411063
877	0.2911697049
878	0.2911246741
879	0.2910909157
880	0.2910413122
881	0.2909700122
882	0.2909182978
883	0.2908585581
884	0.2907924866
885	0.2907235917
886	0.2906805221
887	0.2906310687
888	0.290573136
889	0.2905313829
890	0.2904790841
891	0.290446779
892	0.2903877901
893	0.2902541912
894	0.2902003024
895	0.2901236164
896	0.2900781504
897	0.2900242172
898	0.289969264
899	0.289920113
900	0.2898721167
901	0.2898134275
902	0.2897466283
903	0.2896598566
904	0.2895953931
905	0.2895362364
906	0.2894780747
907	0.2894152802
908	0.2893502843
909	0.2892937522
910	0.28923054
911	0.2891619462
912	0.2890997846
913	0.2890324056
914	0.2889759584
915	0.2889213957
916	0.2888734479
917	0.2888329384
918	0.2887765521
919	0.2887348116
920	0.2886795819
921	0.2886291622
922	0.2885999745
923	0.2885528062
924	0.2884764308
925	0.2884039754
926	0.2883497044
927	0.2882892471
928	0.2882144796
929	0.2881817884
930	0.2881543305
931	0.2881156448
932	0.2880555371
933	0.2880153258
934	0.287948219
935	0.2879134938
936	0.2878589725
937	0.2878041322
938	0.2877577995
939	0.2876547598
940	0.2875721676
941	0.2875326429
942	0.2874757108
943	0.2874268296
944	0.287387505
945	0.28730586
946	0.2872316719
947	0.2871695514
948	0.2870730698
949	0.2870294165
950	0.2869819429
951	0.2868954093
952	0.2868099616
953	0.2867415907
954	0.2866939184
955	0.2866128053
956	0.2864890728
957	0.2864202801
958	0.2863711989
959	0.2863155326
960	0.286245327
961	0.2862073994
962	0.2861471869
963	0.286068996
964	0.2860110671
965	0.2859694383
966	0.2859282921
967	0.2858706487
968	0.2858334362
969	0.2857824745
970	0.2857313437
971	0.2856597433
972	0.2855942153
973	0.2855610685
974	0.2855155108
975	0.2854647408
976	0.285406495
977	0.2853416739
978	0.2853065609
979	0.2852323238
980	0.2851786534
981	0.285113614
982	0.2850458953
983	0.2850041265
984	0.284948295
985	0.2848983503
986	0.2848628115
987	0.2848027255
988	0.2847430501
989	0.284693951
990	0.2846209217
991	0.284575428
992	0.2845044284
993	0.2844476041
994	0.2843922557
995	0.2843468603
996	0.2843040744
997	0.2842477865
998	0.2841870719
999	0.284131914
